Water Source Type,Contaminant Level (ppm),Turbidity (NTU),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²),Risk Level
River,35.26746528659639,5.387426071580436,8.833915664455104,1.544672328603503,145.4259601118962,Chlorinated,59.64316534961512,62.2689511930877,891.05074166349,18.49692845067719,1425.2047842724137,High
Treated Supply,58.69255911133124,3.2981487321936083,7.570760264000921,1.5596625892851967,94.00404121265457,Chlorinated,60.71006859462956,59.13433164147997,627.8665596932409,24.15796439407669,1401.4547721703643,Medium
Treated Supply,32.828339459208,5.82081240186152,7.767626221819814,4.399717889462275,133.98077616373035,Filtered,69.27460589139174,58.849782538585174,604.8906087369686,26.67805710941283,1486.3679754718114,High
Treated Supply,53.01633513147443,4.044697230788653,9.236164541660006,2.5356104842953546,128.76832195155106,Chlorinated,64.82268952678234,68.33166545528005,763.365307675046,33.26722076083624,1132.9387545162108,High
Treated Supply,30.713952992902545,5.9958681708689845,10.868156127624285,4.907070407230282,104.1146151251466,None,66.19811396609964,67.2808205297974,611.8637172906224,25.08033570346025,902.8594952742308,High
Treated Supply,38.55416191323822,5.601574057775326,8.893503785337014,1.4569917778271357,142.97877247079433,None,68.16389153721698,67.56286239287735,753.1479454159164,26.862358450685658,1053.4065499455899,Medium
Open Well,54.86863743689125,3.0372721591235083,7.765957548603515,2.102745531995094,92.29414137024528,Chlorinated,69.86643914666534,68.21805209814772,773.5682037263164,27.609762542522773,1043.547787991938,Medium
Open Well,42.25682353798919,4.610718893461114,8.611105634576564,4.801802268830592,98.63157664508279,Chlorinated,68.71635885332525,55.909985009058055,679.8391657070158,30.399894957082758,1348.8701805492904,Medium
Treated Supply,37.4449208225561,4.68076346047889,8.190389949907125,3.9166318855567357,85.6372260051767,None,60.517246920518545,65.3696030164016,649.3162209898659,22.799893418267192,1217.8002604456035,Low
Treated Supply,36.59799192540339,4.778439592902635,8.032420277275584,4.369211861811296,141.81667497658623,Filtered,69.41255793685356,56.731861924189396,813.5263612773366,27.083760315219813,1392.58627452979,High
Treated Supply,34.70048291066928,3.8680839946002177,8.286899856046155,2.956790973772117,121.90597668173265,None,63.31715725347851,65.09697693873348,869.0409690393085,37.600607986025814,1031.179885817763,Medium
Open Well,46.05818183312208,4.479191498752549,11.734664364038673,7.424325152383005,107.64277960797276,None,60.61220966386334,56.06305259020601,603.7233726494641,26.05513057798902,1101.2638528573648,High
Treated Supply,44.36416046059481,5.583684232540509,8.245384296183238,9.196855477173306,97.79988501811724,Filtered,68.06973900912763,64.2367831718206,812.380560887349,28.243996363895356,1479.758265847473,Medium
Open Well,45.14398016311714,4.030097691392718,11.983061619158384,10.813335469646796,100.06555665049179,Chlorinated,60.63740726908788,67.11479318221149,863.6750321100691,33.87273681081269,1334.868044026904,High
Open Well,48.430250298368236,4.773595265754405,11.783558807690088,6.680425535858747,121.16464273753989,Chlorinated,57.318780336911104,58.848788415810624,718.4962859036427,23.017792641977522,1234.6517201707484,High
River,41.17235787312471,4.682990189947084,9.291019319469735,8.078833639002582,109.70440139475926,Filtered,61.35424332564582,58.26954123534713,649.2309712475317,19.51875103978996,836.1252127170943,Medium
Treated Supply,50.89984119930858,4.610376172670324,7.557262822137547,9.700652904714916,102.5821274180437,Filtered,56.832752475110425,60.01670429791853,806.8164678955604,22.545600963004652,1114.2861534420506,High
Open Well,52.165150891636465,5.418818739169304,10.940459018848987,10.308571671596626,137.7536300905698,Filtered,57.74586409637547,59.62964293257532,695.5584488980137,23.590463868814727,827.2642349838507,High
Open Well,46.610128212773255,5.382135751555558,11.88509054309452,9.533240325826746,115.61436969515069,Chlorinated,61.708772607769255,56.67322981861764,694.4613232928734,26.100787228267777,844.5966552214129,High
Treated Supply,45.56040529486451,3.9829157422056607,9.417400512488372,10.724881432359584,111.83273406867147,Chlorinated,65.45855132479907,60.41625920693862,663.1448969023056,32.44889792629638,853.2263640238655,Medium
River,50.501327913033904,4.806052676260782,7.940106419261978,11.018262610225765,121.49275063311896,Chlorinated,58.44688861211028,57.086799328229844,836.3561823488565,29.324395956142272,909.5631269092098,High
Treated Supply,42.491633661652145,3.785290719423761,9.0399233445163,6.63456427330261,102.7469788378826,Chlorinated,59.91435862648261,60.712123731472396,633.7583331478605,33.49802089816793,1155.4499903707374,High
River,30.783125078389972,4.988069810209433,9.978868471238325,6.652586455930445,83.99102791343162,Chlorinated,67.35998864993832,64.86159047535817,691.9336328242247,31.452347679516734,1293.8796566690348,Low
Open Well,32.32564349157523,3.94287446331181,11.990347763330556,11.592312450751603,141.61980356749734,Filtered,59.92548687839465,58.6484605945263,892.8234167194341,34.9617413090488,1448.3233902794818,High
Open Well,51.22904846912662,3.86000677276462,8.208318917875165,5.597169808492416,92.19238945936556,Filtered,68.61949425261625,61.79601987743082,663.24588883059,34.881176449532376,1240.2247375763438,Medium
Treated Supply,58.993294205499,4.623852125866507,11.015678915107145,8.565711499236814,130.78310375171702,Filtered,58.373022676680684,63.01746794453011,685.1973461930685,28.959923812951967,1324.0360561616117,High
Treated Supply,31.536880812707395,5.052719829441945,8.267857559665797,5.292499135882407,85.99082209800895,Chlorinated,64.04310276797072,65.9458233704191,837.4608981619716,22.557942477191165,941.583521014931,Medium
Treated Supply,35.17992455247,5.196060391369102,9.74366517475885,7.214596151330138,118.07814565020742,Chlorinated,59.77116757393546,66.12943539086719,661.0641468183321,20.454720110189932,1143.8597456126008,High
River,41.73174129329195,5.513900062974264,11.275071473013302,5.693619373227298,125.03944357492873,Chlorinated,65.32925447881448,69.08334321467629,745.1301419905332,21.52316538418926,1192.0927411573034,High
Treated Supply,56.79785693820824,5.410490036120638,11.959601850071389,11.497893676941668,121.30413550632379,Filtered,68.95510722159138,64.44818518591153,635.6682985069064,37.70525381662483,1352.0936062005678,High
Treated Supply,40.642847848039594,5.594368087541757,9.260547841321221,11.357385542696987,93.58565142152847,Chlorinated,62.382923779218906,65.28725029440835,725.6426293955838,24.370762857015034,875.5390586308088,Medium
River,48.5898983966865,3.247895834245454,8.689214806839887,9.727947835028084,104.70593888504264,Chlorinated,66.46918357699934,68.08468309260924,624.5384021461148,31.471459476485784,1287.3902479214944,Medium
River,58.17857724915494,3.349778461035464,10.91231208031706,10.728024147711176,88.82055206494935,Filtered,62.21772185066049,69.03042330557619,627.6196744399942,35.997609524339026,965.4044183928007,High
River,51.302202773400055,4.438259334647062,7.469144931744206,5.024205069250823,93.29394354092658,None,59.26878736258714,63.05280265717365,690.1895728463529,18.48596036214185,1147.007711258808,Medium
Treated Supply,31.004634320395173,3.6001753038138102,8.650748893727611,7.193846758328509,117.64729903840254,Chlorinated,58.74303195853857,57.74193334903427,887.1233482118323,26.317621461136735,1208.0741627425118,High
River,41.69446190717997,3.590846089210281,10.146724823142568,6.927830986452117,96.17183295694684,Chlorinated,67.11629087632573,63.913840686014005,828.5066379083017,29.540966462654684,1334.4701733688958,Medium
Treated Supply,35.95145749884213,3.619997598406443,11.833126625613751,11.527840876638383,112.04887097068402,None,61.2298119655656,61.04454311007288,710.4291267776568,18.520627428952924,1013.4103372632032,High
Treated Supply,43.25545934730752,3.3346589506882562,9.009488868830744,8.368122468195896,117.06744497071634,Chlorinated,58.612486649381715,59.425397267189155,862.7494779068734,37.98880469622084,848.5722706791552,High
Treated Supply,36.53008102570556,5.147760563447667,9.79936477794579,11.857951570313205,117.95888342533641,Filtered,55.71716894104144,61.62804840893326,863.3578202544657,19.079942700083297,1011.570674524191,High
Treated Supply,48.809054399326534,4.113648651126624,8.196802024722675,6.1563020608444905,92.10170598597061,Filtered,61.61706430029186,64.15830707015482,871.0520530914641,37.72210023257117,901.5386399249285,Low
Treated Supply,36.819851947132804,5.754364008147746,8.70447932293825,9.173390471380639,98.11718423356066,Filtered,59.895001670262765,59.6636735758438,789.8479625399389,30.641945023809534,1495.9644222294155,High
Open Well,39.90100674361017,4.110853070256894,10.01345624903427,6.099207967913523,107.63209503352037,Filtered,59.789274201399074,62.18592289310314,617.5687742338329,33.00393438312673,1339.8390223153328,High
Treated Supply,52.987633277832124,4.344267318194709,8.33038410015751,7.750988260370453,132.11365431199812,None,62.061418394849866,63.45474226903067,830.1534751061503,31.930591927471298,1492.5525154444852,High
Open Well,51.774065174495874,3.7346239848117255,10.190802982284017,5.816774608116127,82.93147705255137,Filtered,66.83728494672944,55.449698992897204,611.9219599576163,21.597719228146506,1495.4280361465162,High
Open Well,52.64992950987181,3.58744731093254,7.325757812893382,7.934132447743714,125.78807158465646,None,62.60567448734158,58.6642341652661,736.8321590383766,22.499868323851608,1435.0359786749104,High
River,43.49829980281393,5.928898209717925,10.710405780415053,7.373368231914435,144.7391313574261,Filtered,65.09018129585205,56.53377532505467,766.0294701217392,18.260600496357775,1218.262333641629,High
Open Well,54.297280484950704,4.163849741424037,10.191931396982678,10.48200301953895,93.15446059657756,None,67.54246403140996,62.63600684651949,724.2782239216891,22.02169350891105,1458.9279151064688,High
Open Well,53.688618754300236,5.913734385510932,10.448278927320784,10.14301824225451,141.31206639094424,Filtered,64.95451343906149,65.68466225920503,688.1998322771112,35.72848213807648,807.8464491814325,High
Treated Supply,57.24202000334482,4.092018636674618,7.007047895953493,7.758655642572576,134.67309710551385,Chlorinated,55.337852136837334,69.35035094473683,727.8400559389581,28.24771147796789,954.6307119072669,High
Treated Supply,55.32039675142403,4.151610885475151,10.395897764283541,10.411889082973946,116.27250259278387,Filtered,60.47525427234439,56.273959745403786,636.672839668551,27.969662529369245,862.0501045473894,High
Treated Supply,44.91661591739272,4.348541576688246,11.899165647340169,9.816321334623307,83.19678186120598,Chlorinated,62.67205940029562,59.044860278791724,830.8385874000467,34.39925607917971,1249.6098152748134,High
Treated Supply,56.499579022069696,3.4991862021706215,8.048963693477072,6.993682047922086,97.02684846647495,Chlorinated,58.69945793541347,62.74274102925486,636.7070029427632,32.48410790393629,1454.7073532760674,High
Treated Supply,44.7196946052632,5.873622187642495,7.719203706100391,6.1801733163011185,110.66576314011421,Filtered,59.691104135487286,57.9205352300627,767.761765505826,35.944263005724075,1424.4477960632519,High
Open Well,34.43835516938069,4.127009821085628,11.058742106140915,11.936260410172917,91.60529107586304,Chlorinated,68.27551656321484,65.18501921912957,898.689112835466,27.494181227844432,1457.5826578355707,High
River,51.33064484516032,5.776655444534911,9.829722516089303,6.4638093791464195,127.52508238289727,Filtered,55.95544269660473,60.209064655609765,653.2395155184835,29.63025757350637,959.5199237967179,High
Treated Supply,33.063955587118095,5.630234089457353,10.000497778080248,7.7885837189245795,131.28221499305823,Filtered,55.96868663305029,69.36178895225115,643.233220169602,34.11396745104091,1138.5293301933232,High
Treated Supply,38.05162944952343,5.527675197305207,7.406315074282011,6.640341472945066,111.97599715612722,Filtered,62.68023796307014,68.60445021383421,768.4638964278115,29.455594864421077,1132.236438868888,Medium
River,57.89149464164511,4.667236722710037,7.47931282331117,11.292319860401712,144.84516280250475,Chlorinated,58.11301050595051,69.95337794387348,617.8212413046328,19.89328604332076,829.5008666550232,High
Treated Supply,34.902874220346085,4.494022295829941,8.610105393470954,5.813202170465575,127.10963979626325,Chlorinated,69.67867893586654,64.59766686405962,769.6539380911352,20.61183939348418,1452.8194579852427,Medium
River,52.525966835869426,3.893209822873947,10.846671004231602,7.880544994800463,113.62155579130022,Filtered,63.59793079120313,69.14925807022462,798.0888214299425,20.23937065581748,1254.2504116241091,High
River,41.844704160500086,3.9246850030635905,9.059458619111988,9.098775616051405,104.27599927098728,Filtered,63.889870098068904,63.322919426538306,634.2161212303417,28.52188944308518,1115.6595441972406,Medium
Treated Supply,52.94397216054182,4.457866538102127,9.375036988604895,11.883073368177477,146.22129773954686,Filtered,66.76166914680825,67.25167898047302,613.578022434491,24.380088137991805,1259.0734804159658,High
Open Well,47.43730935518529,3.360384647685104,10.303776303022456,5.447874899415273,103.90629957387684,Filtered,64.98536654085493,61.001616203883124,640.7677079871238,34.959441512843384,1140.0139334180471,High
Treated Supply,33.77795211493113,3.073698988441474,9.34533383124494,5.467163495361553,138.91742751958301,Chlorinated,62.75367217975322,62.34983568179074,885.2310657221342,32.87393226651888,1456.2155242440645,Medium
Treated Supply,54.55035220250623,5.449070009962874,11.310953452562188,7.453789696492686,81.373176725289,Chlorinated,55.66222022257168,61.509115363031924,706.5320375710115,22.631355465067095,1181.5824918954143,High
Treated Supply,46.06646506671933,3.685639188016869,9.00933736808265,8.485827865590899,145.14329136653805,Chlorinated,64.20319230940936,65.6589677211757,690.986398585498,34.03237275292602,832.3190080760209,Medium
Treated Supply,49.899785184479796,5.177675875795476,10.221061377439273,6.901220518211235,106.88560890964027,None,63.073902620041025,61.950939466958786,645.6232027119986,18.66294839448371,832.9275451065632,High
Open Well,58.91575887372029,4.190009447929503,8.950785465189846,6.867820077407548,108.16163681130426,Chlorinated,62.56556638904396,69.46800740039095,795.5157118306604,27.392348449896822,1424.6892119719087,Medium
Treated Supply,40.379455747261964,3.2764226498470683,9.63870365800905,8.74460403155286,115.95561431041142,Chlorinated,61.61769307988687,68.1157990744104,878.1622572821326,36.03629942631018,1187.4369893952298,Medium
Open Well,58.35725963085867,4.814929592640746,8.068357443855565,9.919101437098735,132.2674662581664,Filtered,67.70518019477444,67.82849492412666,736.6442528197803,27.121943741744502,927.1354658034229,Medium
River,31.678574772376802,3.0673331557748837,11.628068470112703,7.8804922008999885,125.33002152544292,None,58.10770285863701,69.39424484283319,840.1394423039327,30.69680555512368,875.312939667864,High
Treated Supply,34.44827737088589,4.091487076034989,11.377297023887898,7.8200679408894,148.8852469295177,Chlorinated,59.84195878418267,58.65255284410927,787.1427884001246,24.399860650411377,1492.9402246440645,High
Treated Supply,51.70895857577894,5.848730490739874,9.317481680410548,8.148789698499336,144.91452194683222,Chlorinated,63.328180058885536,67.36472849195894,741.7437428723861,26.390327824748276,850.6932851097937,High
Open Well,30.039165292378478,4.831591262314525,7.157076958157768,10.474133675486119,115.77570805486198,Chlorinated,57.790060702887914,68.67802236493372,684.2753469440997,29.115338735671692,1346.834344743163,High
Open Well,30.88443097277882,5.011151646927884,11.43120818939261,6.972302258572446,112.95188310060135,Chlorinated,57.2354131490738,65.5186562984536,738.1408872119662,28.893748157014667,1184.3050633557577,High
Open Well,37.563974404090835,5.48544085822728,9.29686061599788,7.990233961396985,88.00715945732453,Filtered,64.03533489209431,62.354867499087376,864.8069181703,31.097054537022593,828.5616371121148,Medium
River,31.585609980609952,3.9377612508604303,11.833093775259888,8.272529615898735,127.4325835347488,Chlorinated,66.59422380346746,57.91564621571038,877.1876055731498,35.83204242695628,1368.3560474980366,High
River,30.68391087693865,4.704487803271571,10.161596447304108,11.216048554660098,143.18940587462185,Chlorinated,63.907764984128605,64.32907625260503,899.0049587123858,20.228115810366152,1107.38597221057,High
Treated Supply,45.86086040192065,5.891923494534381,10.010224399509205,6.095486410773956,119.1204168208843,None,63.78708398848612,62.255731814295885,662.7428015031547,29.314050092490454,954.2652620952815,High
Treated Supply,55.52844325207353,3.6446091368591818,10.522365500257827,8.70458978903217,115.82981295434456,Chlorinated,64.60151046702111,61.30473140652684,697.9937319758021,36.488168826339006,1499.0179906468888,High
Treated Supply,41.210496367785794,3.648761999824808,7.978412046342886,5.38398091499664,144.07371505531768,Chlorinated,55.53410910105665,66.40472195980811,752.1612997054553,26.546302075894197,918.4213598820457,Medium
Treated Supply,32.23226679874061,3.4496835956638074,7.823160626921839,5.266472029164552,128.9401760664329,None,67.66607302338444,63.39733377978372,681.3104387150669,33.798953960630755,1005.2621958002675,Medium
River,46.0656842983747,5.131826349425422,9.163668722312307,5.587147306640736,100.4200954632754,Chlorinated,59.233904697828244,64.62422861913679,824.1055879285934,32.910858788157384,978.6755580316155,High
Treated Supply,37.64227704037801,4.55197416126231,8.723260809077274,5.6053015224596106,148.79907091531987,None,62.18306480988946,61.507593996205955,868.3109688883301,34.74697559742938,1444.3368814968371,Medium
Treated Supply,36.6005917113941,5.473393445896803,11.148645831358671,9.043229052134881,106.4852547281863,None,59.244695746293964,69.60132049506912,816.582497371628,24.422430516528728,1397.111450364866,High
Treated Supply,55.85093032691964,5.217364639087965,10.379581562187962,5.2153206246085535,103.05972425802025,Chlorinated,62.921633072961235,68.63709590780465,838.3844133031823,31.877056028763768,1398.949805980852,High
Treated Supply,50.21307093230817,5.572495881246955,11.180830222183458,6.95908712093253,88.13267308771024,Filtered,59.75798166256171,61.68287417287477,881.4179845873381,20.180943792097345,1160.9830835000748,High
River,43.576116314369685,3.013211132657743,7.76797866893296,11.150618416689884,89.94974239883186,Chlorinated,69.75242120131813,61.21188548945907,875.0777258284244,25.73494864830262,866.1507822937341,Medium
Treated Supply,54.03427509685042,4.108460974250867,8.90285016443385,10.486048119712027,131.36778516756908,Chlorinated,67.76469754789194,55.45117147777206,808.272121740484,23.445541653561435,1450.6826890203492,High
River,51.90859341270712,4.241304412741556,9.539835138880276,8.978487565310132,84.75368952789574,Chlorinated,66.52311403373756,56.30620304031346,755.4789434971816,31.581629208279367,1451.8246010808484,High
Open Well,57.935841817202906,4.569237413971945,8.332630092960148,9.330535784364951,108.56416541688309,Chlorinated,59.12346695656739,57.86092874284466,706.4730612804092,37.9534212321056,1089.7820570503256,High
Treated Supply,49.5571410906667,5.838134457072393,8.161241699141346,11.6751511588565,121.61948766649843,Filtered,59.431659009556704,63.0229398649575,711.2420971407047,22.5595250947866,1287.9443650917433,High
Open Well,50.2954827981588,5.6274690611288065,9.144440816417198,5.4359601823966806,90.19429187422256,Filtered,58.22212436579272,69.14130701915606,609.8748365644526,20.776155187050406,1462.7185704603248,High
Treated Supply,44.37509493923353,3.6657725988150514,9.527788594219981,5.453663029114212,146.0996823026342,Filtered,61.70168002341346,62.99955643070667,654.8071812832751,19.41998078474527,901.3011338796591,Low
Treated Supply,37.4978606541547,4.736128698541613,7.69203991639098,7.2170862293717395,129.64443898119066,Filtered,66.52084351441972,69.60970373606048,895.6855034998905,24.97806290840322,1239.8847783026852,Medium
River,53.72383920550425,5.520389235798238,9.797103884377371,5.1357976228795685,119.4961084305821,Filtered,55.505939551667446,69.78317825014014,641.0374284505773,18.88273664858056,936.4539941187077,High
Treated Supply,45.33866606244193,4.525762129814338,9.98776143652701,7.348075794616333,118.68769568315813,None,60.41859823815397,58.225046048647975,623.038187444033,26.467051082436576,888.6922965537226,Medium
River,47.915932197275865,4.034724012497358,10.453323892132042,8.98270539403412,113.06515264457023,Chlorinated,58.47439260699569,68.568290109641,860.8873457346347,29.785336202073562,1312.023787286214,High
Treated Supply,35.36139518524125,4.804873488474436,10.957665994381475,5.919722633045486,142.8992874756554,Filtered,64.89355133299003,67.30475246938094,817.3569276289892,26.19692697774903,1008.2013440944796,High
Treated Supply,58.400773622333254,5.687603080242018,11.716972627891831,11.69390130454969,129.78014503140153,Filtered,69.37534609924306,57.68249600985096,692.6006215188933,19.779828125487853,1475.878731913488,High
Treated Supply,57.848318792022155,5.379988381361734,7.204922863418787,5.395204533800904,97.50191581347644,Filtered,55.37133660880114,63.34204334304346,630.3223775898291,18.790268358672108,1445.6517899837036,High
River,30.777599187889347,5.2194590455350705,7.828231021787252,7.347850887226239,92.37186341012234,None,61.11005447034868,57.72222579871798,836.3099022319143,28.821728529778877,1203.6873798671722,High
Open Well,52.62281298419535,5.567503988138045,11.74998138219625,5.026437323889065,149.97481073890845,Chlorinated,58.343333265959274,56.449855520646764,722.8388191733785,31.025123402440755,1421.6129735921763,High
Treated Supply,45.67334532329607,5.554504731124836,7.252013032376179,10.833870345954455,123.79085655349414,None,57.791902152116236,60.18183561460836,831.6877186800367,36.978226363595184,1203.6533931649824,High
Open Well,46.90262509951705,3.045973645214352,9.653652134465027,5.560442377888697,146.29235576416215,Filtered,63.07666767079905,65.83655686199563,743.4659373599852,20.469261870103377,1049.5767720572062,Medium
Open Well,33.04456992267526,5.380350268061237,7.858441481388915,7.868158303978888,129.5677249842043,None,55.552881313662105,64.72006693872437,753.9675819271328,25.329734511127413,1403.2496704667305,High
Open Well,50.17054464399927,5.882733032890167,9.75597980834186,10.86444123207528,86.48512376644982,None,63.00073150958278,55.231239774821425,826.0490523835219,31.787124750610495,878.0033213981341,High
Treated Supply,35.72715871181798,5.607287592932344,8.481271351399077,7.329363784154034,128.74054317917836,Chlorinated,57.18697918149346,66.24735557622832,710.4491749085258,29.400896816701582,1245.3544734690836,High
Treated Supply,49.374511937398836,4.392077112435361,8.439392040091413,10.565712552203708,120.32185502007246,None,56.19267890002054,58.620957225339055,621.173790616665,28.15522106131514,1323.3877453471423,High
Treated Supply,48.25770227611768,5.537121449689932,11.198028345616894,6.9277424900635065,132.99625303963703,Filtered,56.9363579320907,68.30933495538827,632.741362892579,27.744416970600227,1065.8069228002187,High
River,44.55599713188019,3.491708783591398,10.561446450798861,6.206186752852133,146.1833475184365,Chlorinated,58.018875303114996,62.19166773503702,737.152438211866,37.49601061482577,1422.516117339359,High
Treated Supply,48.35133793018579,3.202403906493217,11.491222048973288,6.817650165064013,113.30169398040132,Filtered,69.16701567837704,64.8330079645496,891.4861296113056,26.939920072298964,1188.847660328679,High
Open Well,38.131030273480164,4.566272932095517,11.490192931219545,11.344514805272967,104.82794983300913,Filtered,66.44742505023487,57.777600535688514,721.0901450802426,33.29022389267949,1310.0588748069724,High
Open Well,59.13301503666621,4.381290823669662,7.407056740138511,8.455509849910007,93.68736345415196,Filtered,58.974441616255945,64.94542888704112,853.3220651375583,37.798767546833375,1050.9861001807446,High
Open Well,36.332538497338035,5.263281460835637,10.381234500188587,7.110316211466732,103.69406534397633,Chlorinated,67.09008872546487,65.0332835348474,825.2953936489725,33.556410002002046,854.3903229660598,High
River,55.72001204817682,5.579274943748138,9.205007735068975,8.173184295111003,143.79912197448678,Chlorinated,67.30626467484379,59.96835397644231,795.7440416187984,35.80843415476792,1367.4141621520896,High
River,41.636873724382745,5.931068290482751,7.9418349768340715,11.594002953339084,106.71267102316334,Chlorinated,62.514787147980215,66.90043517893858,872.9936607838405,25.74842217508,1133.874821162162,High
Open Well,44.939188554999056,4.636706647724699,8.281147064244134,7.779320189237524,122.37401602319508,Chlorinated,69.98934993094718,67.45071380592978,863.9131924108649,27.304546075299193,965.4405785218476,Medium
Treated Supply,38.72745283875575,5.5152639658082325,10.147557229122249,9.059050494824877,131.84689733582553,Filtered,64.99823152733205,55.84939387327889,629.313804685643,24.25386339967772,1121.390899762744,High
Treated Supply,52.23917296161681,3.1517457668381086,8.09417123014403,9.5091589700396,131.15518266281535,Chlorinated,66.69165310066583,62.5842609374329,607.171074147761,25.08035602903103,829.4168952258506,Medium
Open Well,34.610640119537976,4.06637475793105,11.508075183315771,9.394181989345917,149.79921850730904,Chlorinated,67.99392229612135,68.80061316659065,660.2737843361576,19.456939386362418,1241.4376219017545,Medium
Treated Supply,59.24187612763008,4.744655780877151,9.383397000375655,11.266882303276038,110.66644082198917,None,65.18800105542786,59.20638395363535,773.6763740270171,32.65763353424101,1490.7279113720497,High
Open Well,54.1950563209095,5.174016056838717,10.024173364370343,9.252570740388617,147.0166177511299,Chlorinated,65.82654908154382,58.475098700431694,843.185633465223,25.79329561003632,1161.8126968262027,High
River,50.38511369609675,3.642692427110156,11.098351806128878,7.783306573509373,87.18874916537122,None,68.10959664888847,66.44898072465706,773.519802127181,19.902577182509482,982.3181095545181,Medium
Treated Supply,43.98957904979696,3.616770044268402,8.876396093817892,8.2871406191268,146.19687850391483,Chlorinated,62.27657527429345,58.52424187396973,630.340883636001,23.335108938983065,1459.8667868020789,Medium
Treated Supply,53.755774861918496,5.6412280866671995,9.730548186664628,11.116013774365872,144.77864242349315,Filtered,61.35693678820654,59.1563839966057,673.2500449968697,19.137635167193928,1171.685564569985,High
Treated Supply,45.45826057157916,4.553967416667713,8.619006534588534,9.809232133752833,133.8950040492086,Chlorinated,59.5187480111552,66.02635746765546,661.0870831919041,21.662473525402184,1384.6884314007018,Medium
Treated Supply,36.793885111654866,3.523040591403618,10.339118628587151,8.470173990126542,107.9945621523893,Filtered,60.824396609730435,63.36879323967913,729.1488082001183,30.013298211258267,1488.2952946151433,High
Treated Supply,30.86943697030483,5.018152295216202,11.23498216542442,11.299779810134185,148.35972479154754,Chlorinated,69.59519019191401,65.95325822931693,806.8906251540827,30.9944280892767,1386.8124791820578,High
Treated Supply,54.782459321696535,4.2875539177589665,10.450814977148228,9.531052385393632,129.5395580455292,None,68.91454328890427,64.11910558604968,870.8969437716082,18.185737873505225,1140.0130598905603,High
River,41.80297945039056,4.027758669183603,10.738700301027361,6.006565787057301,145.4168872253386,Filtered,66.97135353515279,68.59349174070616,893.6052984988328,22.894657211037565,1255.5512806361926,High
Treated Supply,55.33520725158235,5.583988798411108,7.477967767525766,5.556272565562171,92.24681669624678,Chlorinated,64.35469931009847,59.240128763417935,768.2746658566921,20.228550326778276,1065.2887143628147,High
River,42.079807505724474,5.098053277580357,10.715318427051963,8.386252160804908,148.4021763652114,Chlorinated,63.973763746986165,63.678238161638916,716.4385290060042,18.26608359140748,1478.1474926180013,High
River,46.436237230491585,5.884352269358227,9.49701656769349,7.969623544518203,120.24724283153806,Chlorinated,56.39098870752224,69.26577801292089,752.286588064295,35.567314901383426,870.7230799311706,High
River,35.92249062317553,5.6278146592882585,10.628472708425559,6.402082786960735,89.53981085027164,Chlorinated,69.45612075488118,63.87337127958416,734.0617940059361,31.025728437029592,1427.8264612816965,High
River,30.143720049852465,4.601294849345416,10.350295258064738,11.525910745101683,135.6372428093024,None,61.17584852983923,62.09186499418279,714.0132381625451,34.46850005629811,945.6260439402902,High
Open Well,39.50099236312472,3.8548068907590727,9.461950292482406,5.607834873380495,106.12563547650473,Filtered,68.93310307888608,66.45916115525597,698.8391393113902,19.390070439017734,1465.2172031404816,Medium
River,34.92546394814557,5.222802003162127,8.80125287561927,8.44691345148399,104.15586472315876,None,56.33633923799694,67.35006105202707,655.574518463893,32.96181542593643,996.0307067156798,High
Open Well,30.424170269060586,3.452072669743182,9.05221892387793,9.702118825952358,107.09636732479939,None,57.101130340552814,59.88619081651847,759.0846622752845,31.93296478958827,888.1260555682801,High
River,50.58624089341536,5.345914684482953,7.698210623336935,7.692408050810896,121.14723386729975,Filtered,62.104628766399465,59.874407369906656,816.3964317335804,34.242018684481955,1271.1727522376098,High
Treated Supply,56.6854974795738,4.0371627936423735,10.679360948797637,5.828515986405119,80.98109006236838,Chlorinated,67.39072636485389,69.3837072814792,738.3038018386032,33.884530928646484,1114.296632889966,High
Open Well,35.915133397470655,4.142092724315075,8.784827958971723,6.004785979336339,126.02011957720123,Chlorinated,62.103900736390486,62.30901003999128,713.7594523570556,32.53423126155711,1224.9501209729676,Medium
Treated Supply,52.72890834340311,5.769211149847976,9.505065111037027,6.80930498157399,104.97524957580977,None,58.6612572229305,69.33714431770971,672.4892109916279,19.093226643822494,923.5666163625297,High
Treated Supply,51.96495967613968,4.141199817471664,9.512068513485072,6.093520849934239,146.92501951747397,Filtered,60.995239241820414,55.050129182072695,776.5374396660372,26.988161956020964,808.7090583741674,High
Open Well,48.24120604078622,4.465164978066279,10.154983010861567,9.731326445208364,127.79463340857438,Chlorinated,63.800645730854754,67.82481848712607,717.824709276989,24.3324942729028,926.1433571754086,Medium
Open Well,46.76809464900369,3.1453907746230625,7.840378668967624,6.945397629708209,137.38252693197978,Filtered,56.84868624662767,63.36126934486148,651.9961761295388,25.19355956978096,1201.166038559704,Medium
Treated Supply,57.04147419174727,3.6136229405546034,8.33942435075367,5.9000250969707855,134.41954207239542,Filtered,60.84795325335705,66.74179869702738,728.362374893362,21.886034043221283,1317.496882733181,Medium
